trade_date,RB9999,Y9999,IC9999,HC9999,I9999,TA9999,WR9999,CF9999,CJ9999,TF9999,V9999,FU9999,FG9999,CU9999,CY9999,IH9999,T9999,PB9999,RM9999,JM9999,ZC9999,PP9999,RU9999,P9999,B9999,SC9999,J9999,AP9999,ZN9999,C9999,BU9999,SR9999,AG9999,SM9999,TS9999,NI9999,IF9999,L9999,SF9999,MA9999,CS9999,EG9999,BB9999,SN9999,OI9999,M9999,SP9999,JD9999,AU9999,A9999,WH9999,AL9999
2005-06-08,,,,,,,,CF0509.XZCE,,,,FU0508.XSGE,,CU0508.XSGE,,,,,,,,,RU0508.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0508.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-09,,,,,,,,CF0509.XZCE,,,,FU0508.XSGE,,CU0508.XSGE,,,,,,,,,RU0508.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0508.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-10,,,,,,,,CF0509.XZCE,,,,FU0508.XSGE,,CU0508.XSGE,,,,,,,,,RU0508.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0508.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-13,,,,,,,,CF0509.XZCE,,,,FU0508.XSGE,,CU0508.XSGE,,,,,,,,,RU0508.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0508.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-14,,,,,,,,CF0509.XZCE,,,,FU0508.XSGE,,CU0508.XSGE,,,,,,,,,RU0508.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0508.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-15,,,,,,,,CF0509.XZCE,,,,FU0508.XSGE,,CU0508.XSGE,,,,,,,,,RU0508.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0508.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-16,,,,,,,,CF0509.XZCE,,,,FU0508.XSGE,,CU0508.XSGE,,,,,,,,,RU0508.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0508.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-17,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0508.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0508.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-20,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0508.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0508.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-21,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-22,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-23,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-24,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-27,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-28,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-29,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-06-30,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-07-01,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-07-04,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0508.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-07-05,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0509.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-07-06,,,,,,,,CF0509.XZCE,,,,FU0509.XSGE,,CU0509.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0509.XDCE,,AL0508.XSGE
2005-07-07,,,,,,,,CF0510.XZCE,,,,FU0509.XSGE,,CU0509.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0508.XSGE
2005-07-08,,,,,,,,CF0510.XZCE,,,,FU0509.XSGE,,CU0509.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-11,,,,,,,,CF0510.XZCE,,,,FU0509.XSGE,,CU0509.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-12,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-13,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-14,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-15,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-18,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0509.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-19,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-20,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-21,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0509.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-22,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0511.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-25,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0511.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0511.XDCE,,AL0509.XSGE
2005-07-26,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0511.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0601.XDCE,,AL0509.XSGE
2005-07-27,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0511.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0601.XDCE,,AL0509.XSGE
2005-07-28,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0511.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0601.XDCE,,AL0509.XSGE
2005-07-29,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0601.XDCE,,AL0509.XSGE
2005-08-01,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-02,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0509.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-03,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0510.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0509.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-04,,,,,,,,CF0510.XZCE,,,,FU0510.XSGE,,CU0510.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-05,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-08,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-09,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-10,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-11,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-12,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-15,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-16,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0510.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-17,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-18,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-19,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-22,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-23,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-24,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-25,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-26,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-29,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-30,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-08-31,,,,,,,,CF0510.XZCE,,,,FU0511.XSGE,,CU0510.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-09-01,,,,,,,,CF0511.XZCE,,,,FU0511.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-09-02,,,,,,,,CF0511.XZCE,,,,FU0511.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-09-05,,,,,,,,CF0511.XZCE,,,,FU0511.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0509.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-09-06,,,,,,,,CF0511.XZCE,,,,FU0511.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0511.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-09-07,,,,,,,,CF0511.XZCE,,,,FU0511.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-09-08,,,,,,,,CF0511.XZCE,,,,FU0511.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-09-09,,,,,,,,CF0511.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-09-12,,,,,,,,CF0511.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-09-13,,,,,,,,CF0511.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0510.XSGE
2005-09-14,,,,,,,,CF0511.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-15,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-16,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-19,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-20,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0511.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-21,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-22,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-23,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0511.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-26,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-27,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0601.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-28,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-29,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-09-30,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-10-10,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-10-11,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-10-12,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0511.XSGE
2005-10-13,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0601.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0601.XSGE
2005-10-14,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0605.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0601.XSGE
2005-10-17,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0605.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0601.XSGE
2005-10-18,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0605.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0601.XSGE
2005-10-19,,,,,,,,CF0601.XZCE,,,,FU0512.XSGE,,CU0512.XSGE,,,,,,,,,RU0601.XSGE,,B0605.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0601.XSGE
2005-10-20,,,,,,,,CF0603.XZCE,,,,FU0602.XSGE,,CU0512.XSGE,,,,,,,,,RU0603.XSGE,,B0609.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0601.XSGE
2005-10-21,,,,,,,,CF0603.XZCE,,,,FU0602.XSGE,,CU0512.XSGE,,,,,,,,,RU0603.XSGE,,B0609.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0601.XSGE
2005-10-24,,,,,,,,CF0603.XZCE,,,,FU0602.XSGE,,CU0512.XSGE,,,,,,,,,RU0603.XSGE,,B0609.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0601.XSGE
2005-10-25,,,,,,,,CF0603.XZCE,,,,FU0602.XSGE,,CU0512.XSGE,,,,,,,,,RU0603.XSGE,,B0609.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0601.XDCE,,,,A0601.XDCE,,AL0601.XSGE
2005-10-26,,,,,,,,CF0603.XZCE,,,,FU0602.XSGE,,CU0512.XSGE,,,,,,,,,RU0603.XSGE,,B0609.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0605.XDCE,,,,A0605.XDCE,,AL0601.XSGE
2005-10-27,,,,,,,,CF0603.XZCE,,,,FU0602.XSGE,,CU0601.XSGE,,,,,,,,,RU0603.XSGE,,B0609.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0605.XDCE,,,,A0605.XDCE,,AL0601.XSGE
2005-10-28,,,,,,,,CF0603.XZCE,,,,FU0602.XSGE,,CU0601.XSGE,,,,,,,,,RU0603.XSGE,,B0609.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0605.XDCE,,,,A0605.XDCE,,AL0601.XSGE
2005-10-31,,,,,,,,CF0603.XZCE,,,,FU0602.XSGE,,CU0601.XSGE,,,,,,,,,RU0603.XSGE,,B0609.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0605.XDCE,,,,A0605.XDCE,,AL0601.XSGE
2005-11-01,,,,,,,,CF0603.XZCE,,,,FU0602.XSGE,,CU0601.XSGE,,,,,,,,,RU0603.XSGE,,B0609.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0605.XDCE,,,,A0605.XDCE,,AL0601.XSGE
2005-11-02,,,,,,,,CF0603.XZCE,,,,FU0602.XSGE,,CU0601.XSGE,,,,,,,,,RU0603.XSGE,,B0609.XDCE,,,,,C0605.XDCE,,,,,,,,,,,,,,,,M0605.XDCE,,,,A0605.XDCE,,AL0601.XSGE
